x,y,z,vx,vy,vz
dt=3fb604e3e700545d
dt_half=3fa604e3e700545d
M0=3fefffffffff5109
bfa9e9166e0a202d,bfdd9144ec91b2c2,bfa0f418eb12c270,3ff4c40f96dbed52,bfb86200e3e1779e,bfc03a3004211dd1,3e864821b88d204d
bfe7005be243ca75,3f7f6b1210a26780,3fa54a2e3268386d,bf93b397dd2394c7,bff2e701229bf369,bf8ee9906d3f065a,3ec488b15485d888
bfe23e8f7170194b,bfeab8ca99fe1e8d,3f088d063484f814,3fe9ea77207cfa7c,bfe22f19e53f0750,3efb70f7d1095ed0,3ec981478686e40a
bff71761f09a1809,3fea840355527f2b,3fab0457c68ba701,bfd7f595299e4b92,bfe45ee5bb664a10,bf70f93a4e664f64,3e95a836414f64ab
401201d7eb2c31a1,400089be9c32297b,bfbbfb87b551e4e8,bfc8169464f43a02,3fdad41926e90296,3f643e2ac96b553c,3f4f4960038a7974
402103318be8d3ce,c013719b5003957d,bfd0418074702e3c,3fc24b4dbe530002,3fd1f9bc7ca5fab9,bf85a7f8f7b3be4b,3f32bc5d9a67aed1
4029ef944918b085,402d86153c77ac07,bfbcffeb4f276d65,bfc63527316abcbd,3fc1f1ea2975f25f,3f66ada5db78c18f,3f06e447f18f1461
403dcbfb52b41d30,c0041babb245d7c3,bfe4514eac1523cb,3f8cf6fa72cb35a8,3fc769f57a89fe20,bf70c3a8e1595c62,3f0b0211fc92455d
3f7689d95fa42d80,bfdd8ec6401f0192,bfa394bc0e6c6cf0,3ff4eb8b0067184b,3fba540648b452d6,bfbc89742e1059bc,3e864821b88d204d
bfe6f88e51100b5a,bfa61304c09a67f7,3fa4e7ad435505f4,3fb041c405ac91d8,bff2dea526dc4b11,bf94510de0e75a4f,3ec488b15485d888
bfe11d25d8b54daf,bfeb7ad05f478e51,3f091e6b35eb4c68,3feaa6a109389fee,bfe10ea9d9b36530,3ef96053697ff330,3ec981478686e40a
bff75823b06825fc,3fe9a26569af9bbf,3faaeb99a51c04f2,bfd7181ebf94bc60,bfe49d1394c10c3b,bf72fbb51b53c64a,3e95a836414f64ab
4011f98559e567d8,4000aea22eb8a6e5,bfbbf482db316f3e,bfc84aadbe8224f5,3fdac812baf41f46,3f648f291bf8b5da,3f4f4960038a7974
4021065617b6a2e3,c013653b9ef720f6,bfd048f2cd87e8df,3fc23e90431e5c26,3fd1fd5ee3dc9444,bf85a1e1eba12cab,3f32bc5d9a67aed1
4029ebc2182076f4,402d892b43d6316b,bfbcf81da73e5510,bfc6378fb4004ffe,3fc1ef2c051e1ecd,3f66aefe71e0e3ab,3f06e447f18f1461
403dcc231ddf8daa,c0040b8f39dc65c8,bfe452bfc2cb6c55,3f8cddde31e6b10f,3fc76a1750f6eead,bf70c296e4679ac3,3f0b0211fc92455d
3f7683550a42d116,bfdd8e6dbac3e085,bfa394bd2f441040,3ff4eb8b0067184b,3fba540648b452d6,bfbc89742e1059bc,3e864821b88d204d
bfe6f89b59bace13,bfa6104095c15f90,3fa4e7ac227d62a4,3fb041c405ac91d8,bff2dea526dc4b11,bf94510de0e75a4f,3ec488b15485d888
bfe11d32e1601068,bfeb7aa41c99fdcb,3f0919e7d75e0df2,3feaa6a109389fee,bfe10ea9d9b36530,3ef96053697ff330,3ec981478686e40a
bff7582a34bd8758,3fe9a291ac5d2c45,3faaeb98844461a2,bfd7181ebf94bc60,bfe49d1394c10c3b,bf72fbb51b53c64a,3e95a836414f64ab
4011f983b8d00f81,4000aead3f640b07,bfbbf4836b9d40e6,bfc84aadbe8224f5,3fdac812baf41f46,3f648f291bf8b5da,3f4f4960038a7974
40210655472bf6b7,c013653616a16ee5,bfd048f2f1a2dd49,3fc23e90431e5c26,3fd1fd5ee3dc9444,bf85a1e1eba12cab,3f32bc5d9a67aed1
4029ebc14795cac8,402d892e08010a73,bfbcf81e37aa26b8,bfc6378fb4004ffe,3fc1ef2c051e1ecd,3f66aefe71e0e3ab,3f06e447f18f1461
403dcc22b59a3794,c0040b84293101a6,bfe452bfd4d8e68a,3f8cddde31e6b10f,3fc76a1750f6eead,bf70c296e4679ac3,3f0b0211fc92455d
3f7683550a42d116,bfdd8e6dbac3e085,bfa394bd2f441040,3ff4eb8d4f0e36d7,3fba541b8cbbe4c6,bfbc8973e4342343,3e864821b88d204d
bfe6f89b59bace13,bfa6104095c15f90,3fa4e7ac227d62a4,3fb041f16faa26b8,bff2dea49a41ed95,bf945114566d9b69,3ec488b15485d888
bfe11d32e1601068,bfeb7aa41c99fdcb,3f0919e7d75e0df2,3feaa6a5d41cf01c,bfe10ea6cfc644da,3ef955e334cf17fb,3ec981478686e40a
bff7582a34bd8758,3fe9a291ac5d2c45,3faaeb98844461a2,bfd7181452e121f6,bfe49d132f6d14a3,bf72fbc756578837,3e95a836414f64ab
4011f983b8d00f81,4000aead3f640b07,bfbbf4836b9d40e6,bfc84aac1f30e7b8,3fdac8115d47f95c,3f648f257f7b79c8,3f4f4960038a7974
40210655472bf6b7,c013653616a16ee5,bfd048f2f1a2dd49,3fc23e8af26b0af1,3fd1fd639435e679,bf85a1deceeb60cb,3f32bc5d9a67aed1
4029ebc14795cac8,402d892e08010a73,bfbcf81e37aa26b8,bfc637916c52c17e,3fc1ef290164f036,3f66aefe2e4ad57a,3f06e447f18f1461
403dcc22b59a3794,c0040b84293101a6,bfe452bfd4d8e68a,3f8cddc5fa39a890,3fc76a177df13fcd,bf70c295ea225a68,3f0b0211fc92455d
